theta_deg,controller,seed,split,episodes,wins,losses,ties,effective_win_rate,effective_win_rate_ci95_low,effective_win_rate_ci95_high,WEZ_occupancy_mean,sustained_ATA_deg_mean,time_to_merge_s_mean,G_exposure_integral_mean,max_G_mean,mean_ATA_blue_deg_mean,min_distance_m_mean,shield_intervention_rate_mean,shield_intervention_count_mean,steps_mean,total_reward_mean,done_cause_counts_json,veto_reasons_counts_json,maneuver_transitions_counts_json
5,ppo,0,eval,50,50,0,0,1.0,1.0,1.0,0.026020694224260354,2.838034673743382,12.38,347.04976456921213,9.430559571883983,59.40568817137985,94.00837415615167,0.0,0.0,85.52,292.0778667480146,"{""blue_kill"": 50}",{},"{""5->5"": 4226}"
5,ppo,0,train,602,452,145,5,0.7549833887043189,0.7206256724742599,0.7893411049343779,0.025549386833364756,3.1391456935346227,12.822259136212624,335.5082172280105,9.330278582922478,60.814238359793364,127.11975950043505,0.0,0.0,83.08637873754152,225.3673672545591,"{""blue_kill"": 452, ""collision"": 4, ""not_done"": 1, ""red_kill"": 145}",{},"{""0->0"": 14, ""0->1"": 18, ""0->2"": 60, ""0->3"": 41, ""0->4"": 38, ""0->5"": 108, ""0->6"": 60, ""0->7"": 35, ""1->0"": 31, ""1->1"": 35, ""1->2"": 93, ""1->3"": 67, ""1->4"": 35, ""1->5"": 169, ""1->6"": 55, ""1->7"": 72, ""2->0"": 50, ""2->1"": 115, ""2->2"": 441, ""2->3"": 153, ""2->4"": 69, ""2->5"": 503, ""2->6"": 188, ""2->7"": 225, ""3->0"": 37, ""3->1"": 55, ""3->2"": 147, ""3->3"": 92, ""3->4"": 45, ""3->5"": 226, ""3->6"": 75, ""3->7"": 105, ""4->0"": 32, ""4->1"": 31, ""4->2"": 81, ""4->3"": 44, ""4->4"": 1076, ""4->5"": 756, ""4->6"": 410, ""4->7"": 80, ""5->0"": 109, ""5->1"": 172, ""5->2"": 513, ""5->3"": 207, ""5->4"": 782, ""5->5"": 30744, ""5->6"": 2216, ""5->7"": 1299, ""6->0"": 61, ""6->1"": 42, ""6->2"": 168, ""6->3"": 84, ""6->4"": 375, ""6->5"": 2265, ""6->6"": 1575, ""6->7"": 221, ""7->0"": 44, ""7->1"": 86, ""7->2"": 247, ""7->3"": 86, ""7->4"": 75, ""7->5"": 1290, ""7->6"": 216, ""7->7"": 572}"
5,ppo,1,eval,50,50,0,0,1.0,1.0,1.0,0.02470772402960121,2.6637463235093053,12.72,347.1512222772176,9.3843880104118,59.092743804843465,95.21025102761631,0.0,0.0,86.12,292.39879777572054,"{""blue_kill"": 50}",{},"{""5->5"": 4256}"
5,ppo,1,train,620,469,128,23,0.775,0.7421298007307531,0.807870199269247,0.025653551080208458,3.2350775741396567,12.562903225806451,336.8178439459126,9.375033577060943,57.03286460582322,107.16871618930247,0.0,0.0,80.66935483870968,249.52032639546053,"{""blue_kill"": 469, ""collision"": 23, ""red_kill"": 128}",{},"{""0->0"": 7, ""0->1"": 3, ""0->2"": 13, ""0->3"": 5, ""0->4"": 3, ""0->5"": 75, ""0->6"": 24, ""0->7"": 14, ""1->0"": 4, ""1->1"": 12, ""1->2"": 14, ""1->3"": 7, ""1->4"": 8, ""1->5"": 97, ""1->6"": 37, ""1->7"": 38, ""2->0"": 14, ""2->1"": 11, ""2->2"": 47, ""2->3"": 10, ""2->4"": 11, ""2->5"": 467, ""2->6"": 61, ""2->7"": 48, ""3->0"": 4, ""3->1"": 7, ""3->2"": 16, ""3->3"": 5, ""3->4"": 4, ""3->5"": 52, ""3->6"": 26, ""3->7"": 7, ""4->0"": 5, ""4->1"": 7, ""4->2"": 18, ""4->3"": 6, ""4->4"": 1, ""4->5"": 73, ""4->6"": 15, ""4->7"": 15, ""5->0"": 55, ""5->1"": 103, ""5->2"": 472, ""5->3"": 61, ""5->4"": 81, ""5->5"": 30166, ""5->6"": 341, ""5->7"": 3515, ""6->0"": 28, ""6->1"": 36, ""6->2"": 46, ""6->3"": 15, ""6->4"": 17, ""6->5"": 332, ""6->6"": 214, ""6->7"": 366, ""7->0"": 26, ""7->1"": 37, ""7->2"": 50, ""7->3"": 12, ""7->4"": 16, ""7->5"": 3506, ""7->6"": 338, ""7->7"": 8271}"
5,ppo,2,eval,50,19,24,7,0.45,0.3121017766611912,0.5878982233388088,0.0055079442758040175,3.39655671189153,12.48,457.4594278319571,9.54382411105509,53.51854298085843,48.177005558673955,0.0,0.0,102.44,401.6932645143919,"{""blue_kill"": 19, ""collision"": 7, ""red_kill"": 24}",{},"{""7->7"": 5072}"
5,ppo,2,train,770,496,208,66,0.687012987012987,0.6542595906439997,0.7197663833819742,0.03072586788601062,3.289775988973822,12.503896103896103,284.2356861081332,9.43083661008446,49.82642667892282,121.85406717927202,0.0,0.0,64.93766233766233,232.0879517693477,"{""blue_kill"": 496, ""collision"": 66, ""red_kill"": 208}",{},"{""0->0"": 18, ""0->1"": 7, ""0->2"": 9, ""0->3"": 7, ""0->4"": 124, ""0->5"": 13, ""0->6"": 13, ""0->7"": 199, ""1->0"": 7, ""1->1"": 9, ""1->2"": 12, ""1->3"": 7, ""1->4"": 37, ""1->5"": 9, ""1->6"": 14, ""1->7"": 29, ""2->0"": 16, ""2->1"": 13, ""2->2"": 27, ""2->3"": 13, ""2->4"": 223, ""2->5"": 20, ""2->6"": 22, ""2->7"": 184, ""3->0"": 14, ""3->1"": 7, ""3->2"": 11, ""3->3"": 18, ""3->4"": 105, ""3->5"": 9, ""3->6"": 17, ""3->7"": 66, ""4->0"": 125, ""4->1"": 30, ""4->2"": 216, ""4->3"": 91, ""4->4"": 5908, ""4->5"": 218, ""4->6"": 254, ""4->7"": 5610, ""5->0"": 15, ""5->1"": 7, ""5->2"": 18, ""5->3"": 14, ""5->4"": 205, ""5->5"": 27, ""5->6"": 28, ""5->7"": 437, ""6->0"": 14, ""6->1"": 9, ""6->2"": 22, ""6->3"": 24, ""6->4"": 230, ""6->5"": 28, ""6->6"": 30, ""6->7"": 296, ""7->0"": 188, ""7->1"": 40, ""7->2"": 205, ""7->3"": 70, ""7->4"": 5623, ""7->5"": 440, ""7->6"": 281, ""7->7"": 27250}"
5,ppo_shield,0,eval,50,8,14,28,0.44,0.3024085584056915,0.5775914415943085,0.0025458215003179175,4.263006612187548,12.64,969.4969969808091,8.205858207431097,69.23084261679341,99.99908391119624,0.0,0.0,270.1,768.0237847457495,"{""blue_kill"": 8, ""not_done"": 28, ""red_kill"": 14}",{},"{""6->6"": 13455}"
5,ppo_shield,0,train,814,622,171,21,0.777027027027027,0.7484321624810277,0.8056218915730262,0.04206178908726869,3.3780003635864486,12.64004914004914,252.27334108594027,9.462713995145597,50.19555018758056,178.71323766715508,0.00519009918101968,0.5773955773955773,61.54914004914005,203.7161958345981,"{""blue_kill"": 622, ""collision"": 19, ""not_done"": 2, ""red_kill"": 171}","{""altitude_floor_climb"": 4, ""low_altitude_maneuver_veto"": 13, ""opponent_WEZ_escape"": 453}","{""0->0"": 196, ""0->1"": 28, ""0->2"": 57, ""0->3"": 29, ""0->4"": 212, ""0->5"": 8, ""0->6"": 21, ""0->7"": 70, ""1->0"": 36, ""1->1"": 36, ""1->2"": 47, ""1->3"": 26, ""1->4"": 215, ""1->5"": 10, ""1->6"": 19, ""1->7"": 105, ""2->0"": 53, ""2->1"": 54, ""2->2"": 745, ""2->3"": 47, ""2->4"": 773, ""2->5"": 46, ""2->6"": 64, ""2->7"": 837, ""3->0"": 20, ""3->1"": 22, ""3->2"": 58, ""3->3"": 38, ""3->4"": 112, ""3->5"": 26, ""3->6"": 21, ""3->7"": 88, ""4->0"": 212, ""4->1"": 198, ""4->2"": 745, ""4->3"": 115, ""4->4"": 18797, ""4->5"": 307, ""4->6"": 770, ""4->7"": 4365, ""5->0"": 10, ""5->1"": 17, ""5->2"": 44, ""5->3"": 22, ""5->4"": 279, ""5->5"": 17, ""5->6"": 33, ""5->7"": 129, ""6->0"": 15, ""6->1"": 23, ""6->2"": 58, ""6->3"": 17, ""6->4"": 737, ""6->5"": 35, ""6->6"": 3751, ""6->7"": 382, ""7->0"": 79, ""7->1"": 114, ""7->2"": 862, ""7->3"": 83, ""7->4"": 4325, ""7->5"": 109, ""7->6"": 415, ""7->7"": 8103}"
5,ppo_shield,1,eval,50,18,20,12,0.48,0.34151798961597934,0.6184820103840206,0.005326059934272202,3.486868713357636,12.38,442.77806834101045,9.429752404111056,50.125238616163784,55.3724966414842,0.0007660607697366612,0.06,100.28,424.4115364109907,"{""blue_kill"": 18, ""collision"": 12, ""red_kill"": 20}","{""opponent_WEZ_escape"": 3}","{""1->1"": 8, ""1->7"": 6, ""6->7"": 3, ""7->1"": 6, ""7->6"": 3, ""7->7"": 4938}"
5,ppo_shield,1,train,772,473,252,47,0.6431347150259067,0.6093398630248987,0.6769295670269146,0.03231267069473559,3.3716782312211335,12.566062176165802,271.4814616691332,9.274328216416498,52.21796626206869,153.53129997358624,0.002950671940295073,0.3639896373056995,64.77849740932642,167.69296780221669,"{""blue_kill"": 473, ""collision"": 46, ""not_done"": 1, ""red_kill"": 252}","{""opponent_WEZ_escape"": 281}","{""0->0"": 21, ""0->1"": 67, ""0->2"": 28, ""0->3"": 12, ""0->4"": 121, ""0->5"": 39, ""0->6"": 44, ""0->7"": 143, ""1->0"": 46, ""1->1"": 438, ""1->2"": 30, ""1->3"": 44, ""1->4"": 468, ""1->5"": 165, ""1->6"": 167, ""1->7"": 1940, ""2->0"": 24, ""2->1"": 35, ""2->2"": 18, ""2->3"": 12, ""2->4"": 57, ""2->5"": 30, ""2->6"": 21, ""2->7"": 49, ""3->0"": 12, ""3->1"": 25, ""3->2"": 17, ""3->3"": 13, ""3->4"": 55, ""3->5"": 29, ""3->6"": 32, ""3->7"": 76, ""4->0"": 113, ""4->1"": 505, ""4->2"": 51, ""4->3"": 46, ""4->4"": 12585, ""4->5"": 1282, ""4->6"": 822, ""4->7"": 3153, ""5->0"": 47, ""5->1"": 154, ""5->2"": 22, ""5->3"": 25, ""5->4"": 1308, ""5->5"": 434, ""5->6"": 205, ""5->7"": 660, ""6->0"": 45, ""6->1"": 153, ""6->2"": 29, ""6->3"": 29, ""6->4"": 785, ""6->5"": 206, ""6->6"": 389, ""6->7"": 464, ""7->0"": 167, ""7->1"": 1924, ""7->2"": 50, ""7->3"": 76, ""7->4"": 3257, ""7->5"": 652, ""7->6"": 446, ""7->7"": 14875}"
5,ppo_shield,2,eval,50,49,1,0,0.98,0.9411939798484823,1.0,0.026966103685728795,2.7792117293668976,12.58,338.86148174921703,9.536498543960969,58.07217065787388,106.92037507054701,0.0,0.0,83.36,285.4909721045187,"{""blue_kill"": 49, ""red_kill"": 1}",{},"{""5->5"": 4118}"
5,ppo_shield,2,train,598,561,36,1,0.9389632107023411,0.9197753919313342,0.9581510294733481,0.02632805036493101,2.9247336861038917,12.603678929765886,339.50433485305666,9.410193488342024,59.491500003573776,104.56281310465185,0.000881734563724089,0.08193979933110368,83.69063545150502,271.0453422404383,"{""blue_kill"": 561, ""collision"": 1, ""red_kill"": 36}","{""opponent_WEZ_escape"": 49}","{""0->0"": 16, ""0->1"": 9, ""0->2"": 13, ""0->3"": 7, ""0->4"": 30, ""0->5"": 58, ""0->6"": 30, ""0->7"": 13, ""1->0"": 11, ""1->1"": 17, ""1->2"": 10, ""1->3"": 3, ""1->4"": 13, ""1->5"": 192, ""1->6"": 18, ""1->7"": 10, ""2->0"": 16, ""2->1"": 11, ""2->2"": 20, ""2->3"": 10, ""2->4"": 26, ""2->5"": 47, ""2->6"": 29, ""2->7"": 15, ""3->0"": 11, ""3->1"": 5, ""3->2"": 6, ""3->3"": 7, ""3->4"": 22, ""3->5"": 111, ""3->6"": 29, ""3->7"": 11, ""4->0"": 27, ""4->1"": 16, ""4->2"": 18, ""4->3"": 18, ""4->4"": 64, ""4->5"": 593, ""4->6"": 59, ""4->7"": 19, ""5->0"": 56, ""5->1"": 185, ""5->2"": 60, ""5->3"": 113, ""5->4"": 600, ""5->5"": 45825, ""5->6"": 146, ""5->7"": 145, ""6->0"": 32, ""6->1"": 12, ""6->2"": 27, ""6->3"": 35, ""6->4"": 48, ""6->5"": 135, ""6->6"": 125, ""6->7"": 24, ""7->0"": 7, ""7->1"": 14, ""7->2"": 19, ""7->3"": 8, ""7->4"": 20, ""7->5"": 151, ""7->6"": 16, ""7->7"": 6}"
