controller,theta_deg,seed,step,proposed_action,proposed_action_name,reward,red_x,red_y,red_z,blue_x,blue_y,blue_z,agent_role,opponent_role,distance,ata_blue,ata_red,aa_blue,aa_red,blue_in_WEZ,red_in_WEZ,mach_blue,mach_red,height_blue_ft,height_red_ft,height_blue_m,height_red_m,alpha_blue_deg,alpha_red_deg,g_y_blue,g_z_blue,g_exposure,max_g,min_blue_altitude_ft,max_blue_alpha_deg,executed_action,executed_action_name,shield_enabled,shield_intervened,veto_reason,done_cause,red_blood,blue_blood
ppo_shield,5.0,0,10,6,high_yoyo,-0.18256878225781994,-2327.083407712763,-289.0735181540994,-20894.987008149314,2447.410138098893,220.73081752503435,-21484.31639712276,blue,red,1474.5201520064963,19.27706849945055,15.990830418809782,164.0091695811902,160.72293150054946,False,False,0.8960705136324373,0.8947900873241086,21484.31639712276,20894.987008149314,6548.419637843017,6368.792040083911,2.724347737792042,5.199696454581204,0.017648107775509923,2.0229424527662903,2.217249842351655,2.314049619694227,21343.871496034964,3.180669435528877,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,11,6,high_yoyo,9.952215055041869,-1418.635125279476,-195.18588028032633,-20769.566174615247,1547.4959196568452,116.3837224258225,-21648.849609927882,blue,red,947.7343367922405,26.82551905386651,25.965390044620136,154.03460995537986,153.17448094613349,False,False,0.8951556633993029,0.8960743686755012,21648.849609927882,20769.566174615247,6598.569361106019,6330.563770022728,0.7330398446731798,2.6677857168190195,-0.011181900090756062,1.0359168467154596,1.5065540077051969,2.0118265187542965,21484.31639712276,2.724347737792042,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,12,6,high_yoyo,9.863809674536306,-512.5951292260897,-56.70157036011955,-20615.949293204336,639.5299697859182,29.769081550016374,-21796.329673691595,blue,red,503.44317662227564,53.730308633777895,51.27888277543143,128.7211172245686,126.2696913662221,False,False,0.9020703818540723,0.9033523286933804,21796.329673691595,20615.949293204336,6643.521284541198,6283.741344568682,-1.7751915830458032,3.8695830299870435,-0.16417752551594772,-0.589089822481168,0.5637597363611424,1.0267673058857467,21648.849609927882,1.7751915830458032,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,13,6,high_yoyo,9.340864387481426,406.99816701397594,28.823709173719603,-20507.808684497286,-275.5074953736057,-49.50163262586404,-21906.8308321745,blue,red,475.05911397613175,122.86488630283934,111.00044527750501,68.99955472249499,57.13511369716067,False,False,0.8990120423294023,0.8950142523269055,21906.8308321745,20507.808684497286,6677.202037646787,6250.780087034773,2.5432832742307014,9.70119684236627,0.06958153079064427,2.0844049534943228,0.8413316428151562,2.0855660141982653,21796.329673691595,2.5432832742307014,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,14,6,high_yoyo,9.072489223886901,1318.2279741072223,13.63094719378323,-20520.081189419965,-1192.3632104541507,-65.91521700705567,-21988.832438200985,blue,red,886.8907973481746,148.45448711712507,131.7592931470893,48.240706852910705,31.545512882874952,False,False,0.8941078454910311,0.8702945042560029,21988.832438200985,20520.081189419965,6702.196127163661,6254.520746535206,8.97043995881318,13.767759627667823,-0.012580106465530717,5.137714889254425,3.7734526506041317,5.137730290930548,21906.8308321745,8.97043995881318,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,15,6,high_yoyo,-0.8418593674774535,2165.9624937937997,-168.2259244238438,-20657.37457141157,-2094.1793195804685,78.10619509901589,-22010.863906050407,blue,red,1364.5178459382723,148.10829523884993,132.9548266242558,47.04517337574423,31.89170476115007,False,False,0.8884567546314046,0.833735428875246,22010.863906050407,20657.37457141157,6708.9113185641645,6296.367769366247,13.159085769299452,16.727033158469858,-0.010092610809913194,7.119450385177199,6.186562055344462,7.119457538871394,21988.832438200985,13.159085769299452,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,16,6,high_yoyo,-0.6787298300896493,2882.233461187658,-564.6010620255124,-20835.59900359373,-2920.795783565934,436.639517954963,-21978.38858355449,blue,red,1828.3833706613618,139.6651951560854,127.44805821447171,52.5519417855283,40.33480484391462,False,False,0.8710376734175003,0.7950560112713283,21978.38858355449,20835.59900359373,6699.012840267409,6350.690576295368,16.25315396457622,18.544119105844317,-0.0008019859081341218,8.259556309664676,7.7892603035900425,8.259556348600265,21978.38858355449,16.25315396457622,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,17,6,high_yoyo,-0.5805846675221926,3409.2509748074926,-1140.295751560716,-20987.827059610987,-3585.8499159484954,1004.6769448076078,-21925.299231910347,blue,red,2248.3250971980115,128.76909646772071,118.31857245232126,61.68142754767875,51.23090353227929,False,False,0.8402636175401915,0.7531362085819785,21925.299231910347,20987.827059610987,6682.831205886274,6397.0896877694295,18.255209750530963,19.659285925675952,0.005060280904796292,8.483994514068089,8.429131061396813,8.490727328485695,21925.299231910347,18.255209750530963,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,18,6,high_yoyo,-0.49570911603729234,3714.0228561536387,-1819.3397700103103,-21097.4407181923,-4023.7188636502933,1720.5309600578978,-21875.42904328814,blue,red,2604.3656920228873,117.33884274484029,108.41607865616903,71.58392134383097,62.66115725515971,False,False,0.8023764828803899,0.712660275063832,21875.42904328814,21097.4407181923,6667.6307723942255,6430.499930905014,19.506301826723,20.274730865493897,0.005788491176091832,8.198737401146147,8.369639548934522,8.483134644177614,21875.42904328814,19.506301826723,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,19,6,high_yoyo,-0.34841245010221933,3795.8717751457207,-2524.261514396253,-21169.524638882605,-4207.200748979005,2498.9069401575744,-21833.986953083095,blue,red,2887.1318449105515,106.10642604425091,99.83500194241098,80.16499805758903,73.89357395574909,False,False,0.762642740943075,0.6780962118330721,21833.986953083095,21169.524638882605,6654.999223299727,6452.471109931418,20.24965980355368,19.89511228988443,0.004499576438292352,7.658966529192113,7.943318402718463,8.194309529856254,21833.986953083095,20.24965980355368,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,20,6,high_yoyo,-0.2656275072728119,3679.5699097136817,-3194.9111977782345,-21211.03552960464,-4146.383724482526,3257.1498967533335,-21796.3270393676,blue,red,3096.642129495309,96.27584974144395,91.49455461053334,88.50544538946666,83.72415025855605,False,False,0.7264123385752868,0.650610127032492,21796.3270393676,21211.03552960464,6643.520481599245,6465.123629423495,19.9690477166271,19.90972569551654,0.0027369947916716267,6.8632176294171865,7.265744356938687,7.652167449314062,21796.3270393676,20.289368797357984,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,21,6,high_yoyo,-0.2216201304357267,3396.6324234629,-3785.7704818312964,-21226.36626948152,-3878.767723565168,3933.757741107981,-21756.163862714173,blue,red,3237.2464739302923,87.02254384303833,83.03338149519527,96.96661850480474,92.97745615696167,False,False,0.6971564997538676,0.6258626844123356,21756.163862714173,21226.36626948152,6631.27874535528,6469.796438937968,19.848038299168287,20.18485465329082,0.0022369912207371554,6.307332114348176,6.5458423805278985,6.8555048152662525,21756.163862714173,19.9690477166271,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,22,6,high_yoyo,-0.11106998697147848,2983.3562214422836,-4263.744962252213,-21219.519145540595,-3449.4160110218886,4485.321060691016,-21710.47978203546,blue,red,3313.3282172569548,77.5343758155439,75.53511605005728,104.46488394994272,102.46562418445612,False,False,0.6702610057519326,0.6052533492844856,21710.47978203546,21219.519145540595,6617.354237564409,6467.709435560773,20.194688167072716,19.858117885957963,0.002755078283230575,5.929922630691866,6.12676215078201,6.303707613278413,21710.47978203546,20.194759123379377,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,23,6,high_yoyo,-0.06643643310501442,2478.671171205267,-4610.835287946062,-21194.98507049084,-2906.6433153520834,4882.658524423049,-21659.04566497368,blue,red,3329.769309298745,69.0397434727058,67.84388767681556,112.15611232318446,110.9602565272942,False,False,0.6467879013329848,0.5882410341311793,21659.04566497368,21194.98507049084,6601.677118683978,6460.231449485608,19.89337345755289,20.015796540901867,0.002882553114706738,5.45513171803286,5.685830470807164,5.9253149314298,21659.04566497368,20.194688167072716,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,24,6,high_yoyo,-0.014744013790943436,1920.153983920975,-4816.654837873178,-21157.16583812925,-2299.024117685953,5115.100679724554,-21601.97902047693,blue,red,3291.8271628375855,60.53336951581455,60.26797726757756,119.73202273242245,119.46663048418546,False,False,0.6271365373695055,0.5727434380572534,21601.97902047693,21157.16583812925,6584.283205441368,6448.704147461796,19.969301191722572,20.0997630234382,0.0031077876796527207,5.165306462658545,5.291318632106391,5.451035414173487,21601.97902047693,19.969301191722572,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,25,6,high_yoyo,0.06751147348629002,1343.5453896284453,-4880.02230506042,-21109.403565735985,-1671.7231400164976,5181.624994261549,-21539.96861212369,blue,red,3204.2291460362153,52.00416319549183,53.21936971824507,126.78063028175495,127.99583680450817,False,False,0.6088320553522313,0.5600224356031994,21539.96861212369,21109.403565735985,6565.382432975301,6434.146206836329,20.120196312098432,19.86886527465022,0.003320615253453472,4.909702034478767,5.045290839263378,5.163170777015764,21539.96861212369,20.140998859853216,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,26,6,high_yoyo,0.0962201321512856,780.649035486489,-4807.841985886395,-21053.881521244508,-1065.4940181389652,5090.980860639636,-21473.553533932536,blue,red,3071.8496844897645,44.060566974586685,45.79252935330987,134.20747064669015,135.9394330254133,False,False,0.5931849603865124,0.5490339716974865,21473.553533932536,21053.881521244508,6545.139117142638,6417.2230876753265,19.883550763323818,20.069911153994152,0.0031198474638131283,4.623111770800992,4.757391201923763,4.9066174252749555,21473.553533932536,20.120196312098432,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,27,6,high_yoyo,0.15139153472937653,260.5202637169174,-4611.151800411311,-20992.44754419002,-513.7678670355731,4860.754552277798,-21402.748250703065,blue,red,2899.3655009941517,35.82865979933011,38.55370742445888,141.44629257554112,144.1713402006699,False,False,0.5796751579963407,0.5389381383632219,21402.748250703065,20992.44754419002,6523.557666814295,6398.498011469119,20.03614733086823,20.031291565436753,0.003202551812935343,4.463090506088097,4.535052162890802,4.62089766643663,21402.748250703065,20.03614733086823,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,28,6,high_yoyo,0.2120793974867002,-192.89312343286517,-4306.579165727343,-20926.105004513753,-44.7810336239609,4512.65753075119,-21327.996003037795,blue,red,2691.2716302580193,27.6502874817009,31.46771663646152,148.53228336353848,152.34971251829913,False,False,0.5671636084713702,0.5307138958413946,21327.996003037795,20926.105004513753,6500.77318172592,6378.276805375792,20.054666630668976,19.900140621397984,0.0024995557902692386,4.285406471860026,4.379413901474924,4.4616878421783746,21327.996003037795,20.108947294752546,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,29,6,high_yoyo,0.23891559730035705,-560.6232695514235,-3914.1329578665673,-20855.120360272245,320.6971900111683,4072.803716491372,-21249.684456172872,blue,red,2452.145154134633,19.690254604280202,23.990735355686642,156.00926464431336,160.30974539571983,False,False,0.556680522496461,0.5233070402112396,21249.684456172872,20855.120360272245,6476.903822241492,6356.64068581098,19.903732245756935,20.091457814544974,0.0001855106693895888,4.11455110802029,4.191433203455893,4.283363320671578,21249.684456172872,20.054666630668976,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,30,6,high_yoyo,0.29692059019520856,-827.9419711314722,-3456.2486039324162,-20781.556214789052,569.7202329117754,3569.380289878613,-21169.314413211334,blue,red,2186.5714989015864,11.406966162092473,16.751536785606284,163.24846321439375,168.59303383790754,False,False,0.5472797721066542,0.5165468057254319,21169.314413211334,20781.556214789052,6452.407033146815,6334.2183342677035,20.068850291288946,19.98179240065283,-0.001322531070869158,4.021218282512521,4.066136792755362,4.113376570482444,21169.314413211334,20.068850291288946,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,31,6,high_yoyo,0.3128966209690038,-986.6836835494614,-2956.949564424776,-20707.27233163851,695.4975437725603,3031.1898739723806,-21091.436956631358,blue,red,1899.447720444398,4.13238693395273,9.7645261113948,170.2354738886052,175.86761306604728,False,False,0.5383960012231238,0.5109518148851638,21091.436956631358,20707.27233163851,6428.6699843812385,6311.576606683418,20.008381524251803,19.939254777685328,-0.00300197498194817,3.8885492296422317,3.9582029002449906,4.02019496952334,21091.436956631358,20.091481144252242,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,32,6,high_yoyo,-0.12949760709983232,-1033.482488852455,-2440.4656105490976,-20634.223846189376,699.787529884796,2485.698754456241,-21023.167644268236,blue,red,1596.1336662465949,7.682690031555991,5.351733103759025,174.64826689624098,172.317309968444,False,False,0.5303689674577889,0.5054671803545393,21023.167644268236,20634.223846189376,6407.861497972959,6289.311428318522,19.940510066943528,20.093733687372485,-0.0062936023613425675,3.771696568058021,3.823989390211362,3.887098692365448,21023.167644268236,20.008381524251803,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,33,6,high_yoyo,-0.3425364692452279,-970.6052847328579,-1930.3217274937956,-20567.718771055315,591.982589434624,1956.9598085150978,-20974.351505488725,blue,red,1282.9867578622595,15.705516207179901,9.5398597607658,170.4601402392342,164.2944837928201,False,False,0.5231665775692349,0.5001383761834447,20974.351505488725,20567.718771055315,6392.982338872964,6269.04068141766,18.263049503159102,19.562733633017796,-0.013306591968765748,3.3828728301972153,3.6502315774359135,3.770856354820708,20974.351505488725,19.97802943306784,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,34,6,high_yoyo,9.51881106049975,-810.9201761965124,-1443.154765498397,-20516.800794911273,394.7669462993362,1455.9076914749023,-20954.147248077625,blue,red,966.2456375898512,21.23118850580139,12.569787594796887,167.43021240520312,158.76881149419862,False,False,0.5246921999679084,0.5001651431044187,20954.147248077625,20516.800794911273,6386.82408121406,6253.520882288956,13.465871121908428,15.843596447188315,-0.03263342308382404,2.5726939477015867,2.992701787495202,3.375845260324329,20954.147248077625,18.263049503159102,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,35,6,high_yoyo,9.191939236399687,-583.9484449690501,-975.926574575307,-20493.201205957208,149.63554290109016,969.3135316810007,-20969.389026553745,blue,red,650.0791219664827,24.67809207592477,10.132998331119152,169.86700166888085,155.32190792407525,False,False,0.5336098682098387,0.5080033261429172,20969.389026553745,20493.201205957208,6391.469775293582,6246.327727575757,8.61531484916088,11.418235104123106,0.01390954047226878,1.7681892678226727,2.1311680893906275,2.5635488379877076,20953.997527478878,13.465871121908428,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,36,6,high_yoyo,9.245015939206962,-337.25943849947436,-506.6847664436247,-20503.906505853716,-85.92588247228113,466.9936784400734,-21006.111920980227,blue,red,342.602324951158,30.948471094485125,17.35875800021041,162.64124199978957,149.05152890551489,False,False,0.5455459732152277,0.5188160522434894,21006.111920980227,20503.906505853716,6402.662913514773,6249.590702984213,7.316008834993977,9.64446222002361,0.011300725810003435,1.662231394624988,1.6285535295781566,1.763097529989563,20969.389026553745,8.61531484916088,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,37,6,high_yoyo,9.741660743541141,-122.11541693356608,-12.266037123107758,-20534.24243254074,-275.5725552062423,-67.99825751798981,-21021.896106343444,blue,red,156.74583504717987,95.24760693242203,90.59750031616258,89.40249968383742,84.75239306757797,False,False,0.5564504399784755,0.5264292688788502,21021.896106343444,20534.24243254074,6407.473933213482,6258.837093438418,10.961974574472876,13.238910144526132,0.023610507100263144,2.4931883633314333,2.03945285787723,2.4933001566391484,21006.111920980227,10.961974574472876,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,38,6,high_yoyo,9.983815902882304,16.929731962940746,512.9394107475216,-20566.186046790557,-388.7870037820288,-632.8733846439413,-20993.152000358197,blue,red,392.6828383050712,143.1824569701049,142.8911432219864,37.10885677801361,36.817543029895084,False,False,0.5634674466186765,0.5276597437276288,20993.152000358197,20566.186046790557,6398.712729709179,6268.573507061762,14.520072550928996,16.24986025107214,0.010182597177288356,3.2961069447459153,2.915626826394336,3.2961226731551614,20993.152000358197,14.520072550928996,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,39,6,high_yoyo,10.070630356725117,55.06469196381726,1052.6967601193962,-20597.437093554858,-394.4520722190277,-1210.5798189878296,-20929.142897854104,blue,red,710.5511652415729,144.08786834150015,145.35921476255228,34.64078523744773,35.91213165849985,False,False,0.5649483036438929,0.5227432280327461,20929.142897854104,20597.437093554858,6379.202755265931,6278.098826115521,17.11418227145476,18.211151871217083,0.00035904852271783207,3.803298918322658,3.581026645142331,3.803298935270556,20929.142897854104,17.11418227145476,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,40,6,high_yoyo,0.12909267788643317,-17.171821126835773,1581.5073135095722,-20626.333152415165,-277.56924079112736,-1773.2151290590825,-20851.871916509288,blue,red,1027.8964689499921,138.83086619125584,141.15453439321166,38.84546560678836,41.169133808744164,False,False,0.5607235901078081,0.5139321604057916,20851.871916509288,20626.333152415165,6355.650560152031,6286.906344856143,18.76268416667208,19.437755908017884,-0.005128787981611853,4.050406229242374,3.9455252283054865,4.050409476380331,20851.871916509288,18.76268416667208,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,41,6,high_yoyo,0.16746939700796468,-199.0975696943369,2073.097572017826,-20641.31929299063,-40.764694286362214,-2290.1643349741657,-20778.108759790768,blue,red,1331.4505218168686,132.00771762481102,135.0221667709544,44.97783322904561,47.992282375188985,False,False,0.5524333089855596,0.5038039760650509,20778.108759790768,20641.31929299063,6333.167549984227,6291.474120503544,19.798985064549516,20.182354049038963,-0.0068806189652272035,4.123721212253972,4.09908590490024,4.123726952564963,20778.108759790768,19.798985064549516,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,42,6,high_yoyo,0.22812268805151154,-479.8646333895845,2503.799312249267,-20631.229327250083,301.72893714330263,-2733.201185537476,-20714.556213174063,blue,red,1614.1169164097223,124.79104980793383,128.89725819286105,51.102741807138955,55.20895019206617,False,False,0.5417291388175102,0.49488642293978136,20714.556213174063,20631.229327250083,6313.796733775454,6288.398698945825,20.292557665973415,20.047918574720804,-0.006295502448422736,4.057036193188297,4.106486104235147,4.124065964135506,20714.556213174063,20.29534433780739,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,43,6,high_yoyo,0.2531021994533149,-841.5866377300574,2856.949895448842,-20591.88085726619,728.0901533024869,-3080.774373486116,-20659.58748106694,blue,red,1872.103308787947,118.39000723461206,122.94584682477172,57.05415317522827,61.60999276538794,False,False,0.5319486789513077,0.48969004376492836,20659.58748106694,20591.88085726619,6297.042264229204,6276.405285294735,19.80362667946488,19.767862173806563,-0.004059410114336338,3.830224944810326,3.9420068487795836,4.055178761506706,20659.58748106694,20.292557665973415,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,44,6,high_yoyo,0.2637245137115699,-1264.8560724104468,3120.1715992759855,-20525.906944434013,1213.4458528673797,-3320.9323805593035,-20607.188981443513,blue,red,2103.7031844544626,111.45587807793267,116.20291932474093,63.79708067525907,68.54412192206733,False,False,0.5239628550475502,0.48587269568987895,20607.188981443513,20525.906944434013,6281.071201543983,6256.296436663488,19.97061775315347,20.240512392244153,-0.0028970970051416553,3.7645015746379147,3.7808182053961996,3.8284306930528524,20607.188981443513,19.97061775315347,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,45,6,high_yoyo,0.3333446399124387,-1729.060103109533,3282.8257156913037,-20439.48461044729,1731.7613624212108,-3444.7090019314414,-20552.435008829987,blue,red,2306.2257774362333,104.30164473368612,110.30184825211002,69.69815174788998,75.6983552663139,False,False,0.5155687605463947,0.4831789165305472,20552.435008829987,20439.48461044729,6264.38219069138,6229.954909264334,20.20577469562288,19.934996667868965,-0.0023443744151045967,3.686967475137264,3.74062458551269,3.7644898473578903,20552.435008829987,20.24960793443581,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,46,6,high_yoyo,0.353912044415391,-2213.241755256639,3341.350384562934,-20338.238044227834,2256.2099277213947,-3449.58241427256,-20492.01912166271,blue,red,2478.3897938220316,98.00475483016949,104.37517162964653,75.62482837035347,81.99524516983051,False,False,0.5090387494052155,0.48262450502998816,20492.01912166271,20338.238044227834,6245.967428282795,6199.094955880644,19.775828333476074,19.852213586432004,-0.0018519841347679998,3.5320896823625714,3.601137667652456,3.685293598918206,20492.01912166271,20.20577469562288,6,high_yoyo,True,False,none,not_done,1.0,1.0
ppo_shield,5.0,0,47,6,high_yoyo,0.36913760392293804,-2696.0585328813295,3294.773298499815,-20226.5634522289,2762.4575173376857,-3340.634682190585,-20423.949313000943,blue,red,2619.560465342253,91.11491079055276,97.75938766116566,82.24061233883435,88.88508920944726,False,False,0.503840822730344,0.4817835002286923,20423.949313000943,20226.5634522289,6225.219750602688,6165.0565402393695,20.079510735831995,20.24213005470421,-0.002290086363133834,3.526708713775371,3.521086585209783,3.5312846191460996,20423.949313000943,20.079510735831995,6,high_yoyo,True,False,none,not_done,1.0,1.0
